INFO 2024-03-25 19:35:22,807 autoreload 10987 8144264896 Watching for file changes with StatReloader
INFO 2024-03-25 23:40:26,173 dataReader 15837 6205124608 Added new course to the database: CORE-PRACTICUM
INFO 2024-03-25 23:40:26,174 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,175 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,177 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,180 dataReader 15837 6205124608 Added new course to the database: CORE-PRACTICUM
INFO 2024-03-25 23:40:26,182 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,182 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,184 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,188 dataReader 15837 6205124608 Added new course to the database: CORE-PRACTICUM
INFO 2024-03-25 23:40:26,189 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,190 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,192 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,195 dataReader 15837 6205124608 Added new course to the database: CORE-PRACTICUM
INFO 2024-03-25 23:40:26,196 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,197 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,199 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,201 dataReader 15837 6205124608 Added new course to the database: CORE-PRACTICUM
INFO 2024-03-25 23:40:26,203 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,203 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,205 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,209 dataReader 15837 6205124608 Added new course to the database: Core Capstone Project
INFO 2024-03-25 23:40:26,210 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,211 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,213 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,216 dataReader 15837 6205124608 Added new course to the database: CORE-RSRCH
INFO 2024-03-25 23:40:26,217 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,218 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,220 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,223 dataReader 15837 6205124608 Added new course to the database: CORE-SRVLRN
INFO 2024-03-25 23:40:26,225 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,225 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,227 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,231 dataReader 15837 6205124608 Added new course to the database: Internship
INFO 2024-03-25 23:40:26,232 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,233 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,235 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,238 dataReader 15837 6205124608 Added new course to the database: Independent Study
INFO 2024-03-25 23:40:26,239 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,240 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,242 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,246 dataReader 15837 6205124608 Added new course to the database: Internship
INFO 2024-03-25 23:40:26,247 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,248 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,250 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,253 dataReader 15837 6205124608 Added new course to the database: Independent Study
INFO 2024-03-25 23:40:26,255 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,255 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,257 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,261 dataReader 15837 6205124608 Added new course to the database: Independent Study
INFO 2024-03-25 23:40:26,262 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,263 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,265 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,268 dataReader 15837 6205124608 Added new course to the database: Internship
INFO 2024-03-25 23:40:26,269 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,270 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,273 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,276 dataReader 15837 6205124608 Added new course to the database: Tutoring Writing
INFO 2024-03-25 23:40:26,277 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,278 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,280 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,284 dataReader 15837 6205124608 Added new course to the database: Independent Study
INFO 2024-03-25 23:40:26,286 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,287 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,291 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,296 dataReader 15837 6205124608 Added new course to the database: The Short Story
INFO 2024-03-25 23:40:26,298 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,299 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,302 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,308 dataReader 15837 6205124608 Added new course to the database: Tba
INFO 2024-03-25 23:40:26,310 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,312 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,314 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,318 dataReader 15837 6205124608 Added new course to the database: Tba
INFO 2024-03-25 23:40:26,320 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,321 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,324 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,331 dataReader 15837 6205124608 Added new course to the database: Native American Authors (ND)
INFO 2024-03-25 23:40:26,332 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,334 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,337 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,340 dataReader 15837 6205124608 Added new course to the database: Independent Study
INFO 2024-03-25 23:40:26,342 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,344 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,348 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,353 dataReader 15837 6205124608 Added new course to the database: ENWR Internship
INFO 2024-03-25 23:40:26,355 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,356 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,360 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,364 dataReader 15837 6205124608 Added new course to the database: Independent Study
INFO 2024-03-25 23:40:26,366 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,368 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,371 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,377 dataReader 15837 6205124608 Added new course to the database: Environmental Practicum
INFO 2024-03-25 23:40:26,380 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,381 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,384 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,390 dataReader 15837 6205124608 Added new course to the database: Internship
INFO 2024-03-25 23:40:26,393 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,395 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,399 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,405 dataReader 15837 6205124608 Added new course to the database: Independent Study
INFO 2024-03-25 23:40:26,415 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,417 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,420 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,423 dataReader 15837 6205124608 Added new course to the database: Independent Study
INFO 2024-03-25 23:40:26,424 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,426 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,430 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,435 dataReader 15837 6205124608 Added new course to the database: Environmental Research
INFO 2024-03-25 23:40:26,436 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,437 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,439 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,443 dataReader 15837 6205124608 Added new course to the database: Independent Study
INFO 2024-03-25 23:40:26,444 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,444 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,446 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,450 dataReader 15837 6205124608 Added new course to the database: Independent Study
INFO 2024-03-25 23:40:26,451 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,452 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,454 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,457 dataReader 15837 6205124608 Added new course to the database: Internship
INFO 2024-03-25 23:40:26,458 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,459 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,461 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,465 dataReader 15837 6205124608 Added new course to the database: Independent Study
INFO 2024-03-25 23:40:26,466 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,466 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,468 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,475 dataReader 15837 6205124608 Added new course to the database: Internship
INFO 2024-03-25 23:40:26,478 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,479 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,482 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,487 dataReader 15837 6205124608 Added new course to the database: Independent Study
INFO 2024-03-25 23:40:26,489 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,490 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,494 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,500 dataReader 15837 6205124608 Added new course to the database: Independent Study
INFO 2024-03-25 23:40:26,502 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,503 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,506 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,512 dataReader 15837 6205124608 Added new course to the database: Senior Project
INFO 2024-03-25 23:40:26,514 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,516 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,518 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,522 dataReader 15837 6205124608 Added new course to the database: Internship
INFO 2024-03-25 23:40:26,524 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,525 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,528 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,534 dataReader 15837 6205124608 Added new course to the database: Senior Cadet Independent Study
INFO 2024-03-25 23:40:26,536 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,538 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,541 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,548 dataReader 15837 6205124608 Added new course to the database: Music Practicum
INFO 2024-03-25 23:40:26,550 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,551 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,553 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,557 dataReader 15837 6205124608 Added new course to the database: Applied Music
INFO 2024-03-25 23:40:26,558 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,559 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,561 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,565 dataReader 15837 6205124608 Added new course to the database: Independent Study
INFO 2024-03-25 23:40:26,568 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,569 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,571 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,575 dataReader 15837 6205124608 Added new course to the database: Public Health Field Experience
INFO 2024-03-25 23:40:26,576 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,577 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,579 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,582 dataReader 15837 6205124608 Added new course to the database: Internship
INFO 2024-03-25 23:40:26,583 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,584 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,586 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,588 dataReader 15837 6205124608 Added new course to the database: Independent Study
INFO 2024-03-25 23:40:26,589 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,590 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,592 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,596 dataReader 15837 6205124608 Added new course to the database: Senior Paper
INFO 2024-03-25 23:40:26,597 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,598 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,600 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,604 dataReader 15837 6205124608 Added new course to the database: Legal Internship Program
INFO 2024-03-25 23:40:26,605 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,606 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,608 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,611 dataReader 15837 6205124608 Added new course to the database: Internship
INFO 2024-03-25 23:40:26,612 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,613 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,615 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,618 dataReader 15837 6205124608 Added new course to the database: Independent Study
INFO 2024-03-25 23:40:26,619 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,620 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,622 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,626 dataReader 15837 6205124608 Added new course to the database: Internship
INFO 2024-03-25 23:40:26,627 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,628 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,630 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,632 dataReader 15837 6205124608 Added new course to the database: Independent Study
INFO 2024-03-25 23:40:26,633 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,634 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,636 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,638 dataReader 15837 6205124608 Added new course to the database: Independent Study
INFO 2024-03-25 23:40:26,639 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,640 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,642 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,645 dataReader 15837 6205124608 Added new course to the database: Independent Study
INFO 2024-03-25 23:40:26,647 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,647 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,649 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,652 dataReader 15837 6205124608 Added new course to the database: Independent Research in PSY
INFO 2024-03-25 23:40:26,653 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,654 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,656 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,660 dataReader 15837 6205124608 Added new course to the database: Independent Research in PSY
INFO 2024-03-25 23:40:26,661 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,662 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,664 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,667 dataReader 15837 6205124608 Added new course to the database: Study Abroad Direct
INFO 2024-03-25 23:40:26,669 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,669 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,671 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,675 dataReader 15837 6205124608 Added new course to the database: Study Abroad CC Exchange
INFO 2024-03-25 23:40:26,677 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,678 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,680 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,684 dataReader 15837 6205124608 Added new course to the database: Internship
INFO 2024-03-25 23:40:26,685 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,686 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,688 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,690 dataReader 15837 6205124608 Added new course to the database: Independent Study
INFO 2024-03-25 23:40:26,691 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,692 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,694 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,697 dataReader 15837 6205124608 Added new course to the database: Independent Study
INFO 2024-03-25 23:40:26,698 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,699 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,701 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,704 dataReader 15837 6205124608 Added new course to the database: Practicum III
INFO 2024-03-25 23:40:26,706 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,707 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,709 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,713 dataReader 15837 6205124608 Added new course to the database: Internship:
INFO 2024-03-25 23:40:26,714 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,715 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,717 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,721 dataReader 15837 6205124608 Added new course to the database: Independent Study
INFO 2024-03-25 23:40:26,722 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,723 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,725 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,729 dataReader 15837 6205124608 Added new course to the database: Theol Res Paper Or Project
INFO 2024-03-25 23:40:26,731 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,732 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,734 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,739 dataReader 15837 6205124608 Added new course to the database: Theatre Technician Practicum
INFO 2024-03-25 23:40:26,740 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,742 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,744 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,746 dataReader 15837 6205124608 Added new course to the database: Theatre Technician Practicum
INFO 2024-03-25 23:40:26,747 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,748 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,750 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,753 dataReader 15837 6205124608 Added new course to the database: Musical
INFO 2024-03-25 23:40:26,754 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,755 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,757 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,761 dataReader 15837 6205124608 Added new course to the database: Directing Scenes
INFO 2024-03-25 23:40:26,762 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,763 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,765 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,768 dataReader 15837 6205124608 Added new course to the database: Theatre Practicum
INFO 2024-03-25 23:40:26,769 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,770 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,772 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,776 dataReader 15837 6205124608 Added new course to the database: Stage Mgmt Apprenticeship
INFO 2024-03-25 23:40:26,777 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,778 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,780 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,784 dataReader 15837 6205124608 Added new course to the database: Electrician Apprenticeship
INFO 2024-03-25 23:40:26,785 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,786 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,788 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,791 dataReader 15837 6205124608 Added new course to the database: Theatre Intensive
INFO 2024-03-25 23:40:26,792 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,793 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,795 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,798 dataReader 15837 6205124608 Added new course to the database: Theatre Design Senior Project
INFO 2024-03-25 23:40:26,800 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,800 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,802 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,806 dataReader 15837 6205124608 Added new course to the database: Advanced Design
INFO 2024-03-25 23:40:26,807 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,808 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,810 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,813 dataReader 15837 6205124608 Added new course to the database: Internship
INFO 2024-03-25 23:40:26,814 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,815 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,817 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,820 dataReader 15837 6205124608 Added new course to the database: Prod Stage Mgmt Mentorship
INFO 2024-03-25 23:40:26,821 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,822 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,824 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,827 dataReader 15837 6205124608 Added new course to the database: Independent Study
INFO 2024-03-25 23:40:26,828 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,829 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,831 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,834 dataReader 15837 6205124608 Added new course to the database: Care of the Family Clinical
INFO 2024-03-25 23:40:26,835 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,836 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,838 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,842 dataReader 15837 6205124608 Added new course to the database: Psychosocial Health
INFO 2024-03-25 23:40:26,844 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,845 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,847 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,850 dataReader 15837 6205124608 Added new course to the database: Clinical Nursing Care II
INFO 2024-03-25 23:40:26,851 dataReader 15837 6205124608 Loading new data started for term 2024FA
INFO 2024-03-25 23:40:26,852 dataReader 15837 6205124608 Added new classroom to the database
INFO 2024-03-25 23:40:26,854 dataReader 15837 6205124608 Added new score to the database
INFO 2024-03-25 23:40:26,857 dataReader 15837 6205124608 Added new course to the database: Clinical Nursing Care II
