SEC_TERM,COURSE_SECTIONS_ID,SEC_STATUS,SEC_COMMENTS,SEC_PRINTED_COMMENTS,Start Date,Start Month,Start Day,Start Year,SEC_START_DATE,End Date,End Month,End Day,End Year,SEC_END_DATE,SEC_SUBJECT,SEC_COURSE_NO,SEC_NO,SEC_SHORT_TITLE,SEC_MIN_CRED,Military Start,CSM_START_TIME,Military End,CSM_END_TIME,CSM_MONDAY,CSM_TUESDAY,CSM_WEDNESDAY,CSM_THURSDAY,CSM_FRIDAY,CSM_SATURDAY,CSM_SUNDAY,CSM_BLDG,CSM_ROOM,CSM_INSTR_METHOD,SEC_FACULTY_INFO,STUDENTS_AND_RESERVED_SEATS,SEC_CAPACITY,SEC_SCHED_CAPACITY,WAITLIST,XL_CAPACITY,XL_WAITLIST_MAX,CHARGE_AMT_1,CHARGE_AMT_2,CHARGE_AMT_3,AR_CODE_2,AR_CODE_3,sect_AW,sect_FAR,sect_HIS,sect_LIT,sect_CEA,sect_CL,sect_CD,sect_ER,sect_PHL,sect_THE,sect_FYC,sect_GD,sect_ILC,sect_IW,sect_ND,sect_NS,sect_OC,sect_PR,sect_QA,sect_SL,sect_SS,sect_WI,sect_PS,PREREQ,SEC_FACULTY_CONSENT_FLAG,SEC_PETITION_REQD_FLAG,SEC_HIDE_IN_CATALOG,CSM_START_DATE,CSM_END_DATE,NEEDS_BUILD,SEC_OVERRIDE_CRS_REQS_FLAG,SEC_OVR_PREREG_START_DATE,SEC_OVR_ADD_START_DATE,SEC_OVR_DROP_GR_REQD_DATE,SEC_OVR_DROP_END_DATE,SEC_ACAD_LEVEL,SEC_NO_WEEKS,SEC_XLIST,SEC_GRADE_SCHEME,SEC_CRED_TYPE,SEC_REG_RETAKE_POLICY,SEC_BILLING_CRED,SEC_BILLING_METHOD,SEC_BILLING_PERIOD_TYPE,SEC_MIN_ENROLL,SEC_ONLY_PASS_NOPASS_FLAG,SEC_ALLOW_PASS_NOPASS_FLAG,SEC_ALLOW_AUDIT_FLAG,SEC_ALLOW_WAITLIST_FLAG,SEC_WAITLIST_MAX,SEC_WAITLIST_NO_DAYS,SEC_CLOSE_WAITLIST_FLAG,CSM_ROOM_SCHED_TERM,SEC_SYNONYM,SEC_COURSE,SEC_NAME,,,SEC_MEETING_INFO,,SEC_FIRST_MEETING_DATE,SEC_LAST_MEETING_DATE,Name
2024SP,20290,A,,"The title of this course might sound cheaply provocative andýnaughty, but it deals with important features of how we talk andýhow we write.  In this course we examine the motivations and theýforms of our truth-telling, our lies, and our-well-you know. ýSince Core 110 is writing-intensive, we will pay particularýattention to how college-level writers argue and how we canýbecome better at it.  We will do so by studying the writings ofýHarry Frankfurt, George Orwell, Plato, and William Shakespeare. ýWe will also examine the emerging role of artificial intelligenceýin communication and how it complicates our central inquiry. Inýall our investigations, we aim to become more critical readersýand more precise in our thinking and writing.",2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CORE,110,E,Bullsh*t,3.00000,9:30:00,9:30AM,10:45:00,10:45AM,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,STCH,044,SEM,J. Morris,20,20,20,,,,15.00,,,,,-,-,-,-,-,-,-,-,-,-,FYC,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,,19456,2451,CORE-110-E,,,"01/18/2024-05/09/2024 Seminar Tuesday, Thursday 09:30AM - 10:45AM, St. Charles Hall, Room 044",,Jan 18 2024,May  9 2024,STCH 044
2024SP,20343,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CS,202,A,Web Design and Development,3.00000,9:30:00,9:30AM,10:45:00,10:45AM,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,SIMP,106,LEC,E. Severtson,18,19,24,,,,65.00,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19509,633,CS-202-A,,,"01/17/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, Simperman Hall, Room 106",,Jan 18 2024,May  9 2024,SIMP 106
2024SP,20742,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CS,495,A,Computer Science Seminar,3.00000,9:30:00,9:30AM,10:45:00,10:45AM,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,SIMP,120,LEC,"T. Wendt, N. Williams",9,15,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,,19892,672,CS-495-A,,,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, Simperman Hall, Room 120",,Jan 18 2024,May  9 2024,SIMP 120
2024SP,20360,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,ENGR,326,A,Energy & the Environment (GD),3.00000,9:30:00,9:30AM,10:45:00,10:45AM,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,SIMP,121,LEC,P. Judge,8,20,20,,,,25.00,,,,,-,-,-,-,-,-,CD,-,-,-,-,GD,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19526,1768,ENGR-326-A,,,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, Simperman Hall, Room 121",,Jan 18 2024,May  9 2024,SIMP 121
2024SP,20659,C,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,GNDR,261,A,Philosophy & Gender,3.00000,9:30:00,9:30AM,10:45:00,10:45AM,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,LEC,E. Roncalli,0,24,24,,,,,,,,,-,-,-,-,-,CL,-,ER,PHL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,695,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19821,2079,GNDR-261-A,,,"01/17/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20666,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,HI,314,A,French Revolutions (WI),3.00000,9:30:00,9:30AM,10:45:00,10:45AM,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,OCON,125,LEC,D. Pavlakis,14,25,25,,30,10,,,,,,-,-,HIS,-,-,-,-,-,-,-,-,-,-,IW,-,-,-,-,-,-,-,WI,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,697,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19828,186,HI-314-A,,,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, O'Connell Hall, Room 125",,Jan 18 2024,May  9 2024,OCON 125
2024SP,20748,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,HS,303,A,Public Health Nutrition,3.00000,9:30:00,9:30AM,10:45:00,10:45AM,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,SIMP,312,LEC,G. Schafer,14,22,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,,19896,1863,HS-303-A,,,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, Simperman Hall, Room 312",,Jan 18 2024,May  9 2024,SIMP 312
2024SP,20385,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,MA,342,A,Numerical Methods (WI),3.00000,9:30:00,9:30AM,10:45:00,10:45AM,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,SIMP,108,LEC,K. Cline,5,25,25,,,,30.00,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,IW,-,-,-,-,-,-,-,WI,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,N,Y,Y,10,3,Y,2024SP,19551,332,MA-342-A,,,"01/17/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, Simperman Hall, Room 108",,Jan 18 2024,May  9 2024,SIMP 108
2024SP,20601,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,PHIL,114,A,Critical Thinking,3.00000,9:30:00,9:30AM,10:45:00,10:45AM,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,STCH,140,LEC,E. Sorem,25,26,26,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PR,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19764,562,PHIL-114-A,,,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, St. Charles Hall, Room 140",,Jan 18 2024,May  9 2024,STCH 140
2024SP,20671,C,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,PHIL,261,A,Philosophy & Gender,3.00000,9:30:00,9:30AM,10:45:00,10:45AM,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,LEC,E. Roncalli,0,24,24,,24,10,,,,,,-,-,-,-,-,CL,-,ER,PHL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,695,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,,19833,1731,PHIL-261-A,,,"01/17/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, Room to be Announced",,Jan 17 2024,May  9 2024, 
2024SP,20624,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,PO,306,A,Political Research Methods,3.00000,9:30:00,9:30AM,10:45:00,10:45AM,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,OCON,106,LEC,A. Street,24,24,24,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SS,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,,19786,596,PO-306-A,,,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, O'Connell Hall, Room 106",,Jan 18 2024,May  9 2024,OCON 106
2024SP,20532,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,PSY,203,A,Developmental Psychology,3.00000,9:30:00,9:30AM,10:45:00,10:45AM,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,OCON,107,LEC,J. Nolen,37,36,35,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SS,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19695,627,PSY-203-A,,,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, O'Connell Hall, Room 107",,Jan 18 2024,May  9 2024,OCON 107
2024SP,20535,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,PSY,306,A,Abnormal Psychology,3.00000,9:30:00,9:30AM,10:45:00,10:45AM,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,STCH,045,LEC,"R. Orr, R. Martin",20,20,20,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19698,648,PSY-306-A,,,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, St. Charles Hall, Room 045",,Jan 18 2024,May  9 2024,STCH 045
2024SP,20540,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,PSY,416,A,Brain and Behavior,3.00000,9:30:00,9:30AM,10:45:00,10:45AM,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,SIMP,212,LEC,N. Honzel,11,15,15,,,,30.00,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19703,1573,PSY-416-A,,,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, Simperman Hall, Room 212",,Jan 18 2024,May  9 2024,SIMP 212
2024SP,20135,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,SPED,200,A,Intro to Exceptional Children,3.00000,9:30:00,9:30AM,10:45:00,10:45AM,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,OCON,119,LEC,K. Gilboy,17,24,24,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19301,2544,SPED-200-A,,,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, O'Connell Hall, Room 119",,Jan 18 2024,May  9 2024,OCON 119
2024SP,20484,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,TH,101,B,Theological Foundations,3.00000,9:30:00,9:30AM,10:45:00,10:45AM,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,CHPL,201,LEC,E. Hall,31,33,25,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,N,Y,Y,10,3,Y,2024SP,19650,426,TH-101-B,,,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, All Saints Chapel, Room 201",,Jan 18 2024,May  9 2024,CHPL 201
2024SP,20486,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,TH,101,D,Theological Foundations,3.00000,9:30:00,9:30AM,10:45:00,10:45AM,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,STCH,034,LEC,J. Ries,25,33,25,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,N,Y,Y,10,3,Y,2024SP,19652,426,TH-101-D,,,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, St. Charles Hall, Room 034",,Jan 18 2024,May  9 2024,STCH 034
2024SP,20277,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,THT,319,A,History of Theatre II,3.00000,9:30:00,9:30AM,10:45:00,10:45AM,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,CUBE,004,LEC,J. Harris,5,12,16,,,,,,,,,-,FAR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,,19443,620,THT-319-A,,,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 09:30AM - 10:45AM, Campus Center, Room 004",,Jan 18 2024,May  9 2024,CUBE 004
2024SP,20366,C,,"This course provides hands-on experience in integrating existingýhydrologic and topographic data, calibrating hydrologic andýhydraulic models, and generating analyses for engineering designýand land planning. This course presents background theory andýallows practical application in the lab to correctlyýconceptualize, construct, and calibrate hydrologic and hydraulicýmodels using industry standard software applications. Thisýstart-to-finish experience will allow the participant to performýapplied engineering modeling in government, industry, andýacademic settings.ýýTheoretical groundings, software limitations, applicability, andýcurrent topics within the field will be discussed during lectureýmeetings. Practical lab work will be subdivided into two parts:ý(1) quantification of flow and (2) characterization of flow. Theýfirst half of the course will focus on hydrologic modeling, withýapplied lab work using a U.S. Army Corps of Engineers (USACE)ýHydrologic Engineering Center rainfall-runoff software, HEC-HMSý(Hydrologic Modeling Software). HEC-HMS estimates surface waterýdischarge in a basin catchment area given localized input data,ýincluding rainfall and land use. ýýThe second half of the course will shift to hydraulic modeling ofýsurface flow, and will include a software shift to another USACEýprogram, HEC-RAS (River Analysis System). HEC-RAS enables waterýsurface profile computations, flooding analysis, andýbridge/culvert hydraulic design given runoff quantity, channelýgeometry, and manning value. A third software, HEC-GeoRAS, willýbe introduced to obtain results that can be readily used in anyýGIS software, especially useful for mapping inundation, includingýregulatory floodplains, channel migration zones, dam breaches,ýand more.",2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,ENGR,489,A,Introduction to H&H Modeling,3.00000,11:00:00,11:00AM,4:50:00,11:50AM,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,LEC,To be Announced,0,5,5,,,,30.00,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,Y,,,,,UG,15,,+,INST,UL,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19532,1109,ENGR-489-A,,,"01/17/2024-05/09/2024 Lecture Tuesday, Thursday 11:00AM - 11:50AM, Room to be Announced (more)...",,Jan 17 2024,May  9 2024, 
2024SP,20585,C,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,AN,331,A,Social Sci Rsrch Methods(WI),3.00000,11:00:00,11:00AM,12:15:00,12:15PM,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,STCH,018,LEC,J. Dolan,0,20,20,,,,35.00,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,WI,-,,N,N,,Jan 17 2024,May  9 2024,Needs Build,N,,,,,UG,15,685,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19748,2321,AN-331-A,,,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 11:00AM - 12:15PM, St. Charles Hall, Room 018",,Jan 18 2024,May  9 2024,STCH 018
2024SP,20215,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,ANZ,322L,C,Community Canine Lab w/ Dog,2.00000,11:00:00,11:00AM,12:15:00,12:15PM,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,PCCC,100,LAB,M. Brustkern,10,10,10,,,,275.00,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,2.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19381,1857,ANZ-322L-C,,,"01/18/2024-05/09/2024 Lab Tuesday, Thursday 11:00AM - 12:15PM, Perkins Call Canine Center, Room 100",,Jan 18 2024,May  9 2024,PCCC 100
2024SP,20216,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,ANZ,322L,D,Community Canine Lab w/o Dog,1.00000,11:00:00,11:00AM,12:15:00,12:15PM,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,PCCC,100,LAB,M. Brustkern,3,5,5,,,,275.00,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,1.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19382,1857,ANZ-322L-D,,,"01/18/2024-05/09/2024 Lab Tuesday, Thursday 11:00AM - 12:15PM, Perkins Call Canine Center, Room 100",,Jan 18 2024,May  9 2024,PCCC 100
2024SP,20245,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,ART,113,B,Digital Photography,3.00000,11:00:00,11:00AM,12:15:00,12:15PM,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,SIMP,114,LEC,G. Thompson,21,20,20,,,,75.00,,,,,-,FAR,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,N,Y,10,3,Y,2024SP,19411,777,ART-113-B,,,"01/17/2024-05/09/2024 Lecture Tuesday, Thursday 11:00AM - 12:15PM, Simperman Hall, Room 114",,Jan 18 2024,May  9 2024,SIMP 114
2024SP,20293,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,BA,204,B,Principles of Managerial Acct,3.00000,11:00:00,11:00AM,12:15:00,12:15PM,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,SIMP,331,LEC,B. Marie,33,35,35,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19459,281,BA-204-B,,,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 11:00AM - 12:15PM, Simperman Hall, Room 331",,Jan 18 2024,May  9 2024,SIMP 331
2024SP,20301,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,BA,324,A,Marketing Communication & Prom,3.00000,11:00:00,11:00AM,12:15:00,12:15PM,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,OCON,101,HYBRD,A. Ryerson,26,35,35,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19467,329,BA-324-A,,,"01/18/2024-05/09/2024 Hybrid (Remote & In-Person) Tuesday, Thursday 11:00AM - 12:15PM, O'Connell Hall, Room 101",,Jan 18 2024,May  9 2024,OCON 101
2024SP,20596,A,,"This course will study visual art in the Catholic Tradition,ýexamining the thought and art of two periods in which controversyýabout the fittingness of images in the life and worship of theýChurch led to moments of artistic flourishing. In the East theýIconoclast Controversy of the 8th-9th centuries catalyzed aýrenewal of Byzantine iconography and the veneration of images ofýChrist. In the West a new era of iconoclasm arose during theýReformation. Counter-Reformation artistic representations ofýChrist again emerged as part of a renewal of worship andýcatechesis. The course will study closely several icons andýpaintings from these periods, as well as the biblical andýconciliar texts at play in the controversies, all within theirýhistorical contexts.",2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CATH,308,A,Catholic Tradition: Sacred Art,3.00000,11:00:00,11:00AM,12:15:00,12:15PM,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,STCH,045,LEC,H. Hemphill,12,20,20,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,UL,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19759,2443,CATH-308-A,,,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 11:00AM - 12:15PM, St. Charles Hall, Room 045",,Jan 18 2024,May  9 2024,STCH 045
2024SP,20502,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CO,101,B,Basic Communication,3.00000,11:00:00,11:00AM,12:15:00,12:15PM,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,STCH,017,HYBRD,D. Kutufam,18,22,22,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OC,-,-,-,-,-,-,,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,,+,INST,R2,3.00000,T,T,4,N,N,Y,Y,10,3,Y,2024SP,19668,377,CO-101-B,,,"01/18/2024-05/09/2024 Hybrid (Remote & In-Person) Tuesday, Thursday 11:00AM - 12:15PM, St. Charles Hall, Room 017",,Jan 18 2024,May  9 2024,STCH 017
2024SP,20516,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CO,325G,A,Intercultural Comm (GD),3.00000,11:00:00,11:00AM,12:15:00,12:15PM,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,SIMP,106,LEC,A. Hansen,11,25,25,,25,10,,,,,,-,-,-,-,-,-,CD,-,-,-,-,GD,-,-,-,-,-,-,-,-,SS,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,682,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19682,1962,CO-325G-A,,,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 11:00AM - 12:15PM, Simperman Hall, Room 106",,Jan 18 2024,May  9 2024,SIMP 106
2024SP,20517,A,,,2024-01-17,01,17,2024,Jan 17 2024,2024-05-9,05,9,2024,May  9 2024,CO,325N,A,Intercultural Comm (ND),3.00000,11:00:00,11:00AM,12:15:00,12:15PM,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,SIMP,106,LEC,A. Hansen,0,25,25,,,,,,,,,-,-,-,-,-,-,CD,-,-,-,-,-,-,-,ND,-,-,-,-,-,SS,-,-,Y,N,N,,Jan 17 2024,May  9 2024,Current or Needs Rebuild,N,,,,,UG,15,682,+,INST,R2,3.00000,T,T,4,N,Y,Y,Y,10,3,Y,2024SP,19683,1963,CO-325N-A,,,"01/18/2024-05/09/2024 Lecture Tuesday, Thursday 11:00AM - 12:15PM, Simperman Hall, Room 106",,Jan 18 2024,May  9 2024,SIMP 106
